label,category,sort_key,defect_prob
Normal_455,정상,455,0.0001
Normal_456,정상,456,0.0003
Normal_457,정상,457,0.0006
Normal_458,정상,458,0.0001
Normal_459,정상,459,0.0001
Normal_45,정상,45,0.0001
Normal_460,정상,460,0.0
Normal_461,정상,461,0.0
Normal_462,정상,462,0.0002
Normal_463,정상,463,0.0009
Normal_464,정상,464,0.0001
Normal_465,정상,465,0.0
Normal_466,정상,466,0.0
Normal_467,정상,467,0.0
Normal_468,정상,468,0.0
Normal_469,정상,469,0.0
Normal_46,정상,46,0.0001
Normal_470,정상,470,0.0001
Normal_471,정상,471,0.0001
Normal_472,정상,472,0.0001
Normal_473,정상,473,0.0003
Normal_474,정상,474,0.0001
Normal_475,정상,475,0.0002
Normal_476,정상,476,0.0
Normal_477,정상,477,0.0001
Normal_478,정상,478,0.0002
Normal_479,정상,479,0.0004
Normal_47,정상,47,0.0003
Normal_480,정상,480,0.0001
Normal_481,정상,481,0.0
Normal_482,정상,482,0.0001
Normal_483,정상,483,0.0001
Normal_484,정상,484,0.0003
Normal_485,정상,485,0.0006
Normal_486,정상,486,0.0001
Normal_487,정상,487,0.0001
Normal_488,정상,488,0.0
Normal_489,정상,489,0.0002
Normal_48,정상,48,0.0001
Normal_490,정상,490,0.0
Normal_491,정상,491,0.0009
Normal_492,정상,492,0.0001
Normal_493,정상,493,0.0
Normal_494,정상,494,0.0
Normal_495,정상,495,0.0
Normal_496,정상,496,0.0
Normal_497,정상,497,0.0
Normal_498,정상,498,0.0001
Normal_499,정상,499,0.0001
Normal_49,정상,49,0.0002
Normal_4,정상,4,0.0001
Normal_500,정상,500,0.0001
Normal_501,정상,501,0.0003
Normal_502,정상,502,0.0001
Normal_503,정상,503,0.0002
Normal_504,정상,504,0.0
Normal_505,정상,505,0.0001
Normal_506,정상,506,0.0002
Normal_507,정상,507,0.0004
Normal_508,정상,508,0.0001
Normal_509,정상,509,0.0
Normal_50,정상,50,0.0
Normal_510,정상,510,0.0001
Normal_511,정상,511,0.0001
Normal_512,정상,512,0.0003
Normal_513,정상,513,0.0006
Normal_514,정상,514,0.0001
Normal_515,정상,515,0.0001
Normal_516,정상,516,0.0
Normal_517,정상,517,0.0
Normal_518,정상,518,0.0
Normal_519,정상,519,0.0002
Normal_51,정상,51,0.0001
Normal_520,정상,520,0.0009
Normal_521,정상,521,0.0001
Normal_522,정상,522,0.0
Normal_523,정상,523,0.0
Normal_524,정상,524,0.0
Normal_525,정상,525,0.0
Normal_526,정상,526,0.0
Normal_527,정상,527,0.0001
Normal_528,정상,528,0.0001
Normal_529,정상,529,0.0001
Normal_52,정상,52,0.0002
Normal_530,정상,530,0.0001
Normal_531,정상,531,0.0003
Normal_532,정상,532,0.0002
Normal_533,정상,533,0.0
Normal_534,정상,534,0.0001
Normal_535,정상,535,0.0003
Normal_536,정상,536,0.0001
Normal_537,정상,537,0.0002
Normal_538,정상,538,0.0
Normal_539,정상,539,0.0001
Normal_53,정상,53,0.0004
Normal_540,정상,540,0.0002
Normal_541,정상,541,0.0004
Normal_542,정상,542,0.0001
Normal_543,정상,543,0.0
Normal_544,정상,544,0.0001
Normal_545,정상,545,0.0001
Normal_546,정상,546,0.0002
Normal_547,정상,547,0.0004
Normal_548,정상,548,0.0001
Normal_549,정상,549,0.0
Normal_54,정상,54,0.0001
Normal_550,정상,550,0.0001
Normal_551,정상,551,0.0001
Normal_552,정상,552,0.0003
Normal_553,정상,553,0.0006
Normal_554,정상,554,0.0001
Normal_555,정상,555,0.0001
Normal_556,정상,556,0.0
Normal_557,정상,557,0.0002
Normal_558,정상,558,0.0
Normal_559,정상,559,0.0009
Normal_55,정상,55,0.0
Normal_560,정상,560,0.0001
Normal_561,정상,561,0.0
Normal_562,정상,562,0.0
Normal_563,정상,563,0.0
Normal_564,정상,564,0.0
Normal_565,정상,565,0.0001
Normal_566,정상,566,0.0001
Normal_567,정상,567,0.0001
Normal_568,정상,568,0.0001
Normal_569,정상,569,0.0
Normal_56,정상,56,0.0001
Normal_570,정상,570,0.0
Normal_571,정상,571,0.0002
Normal_572,정상,572,0.0009
Normal_573,정상,573,0.0001
Normal_574,정상,574,0.0
Normal_575,정상,575,0.0
Normal_576,정상,576,0.0
Normal_577,정상,577,0.0
Normal_578,정상,578,0.0
Normal_579,정상,579,0.0001
Normal_57,정상,57,0.0001
Normal_580,정상,580,0.0001
Normal_581,정상,581,0.0001
Normal_582,정상,582,0.0003
Normal_583,정상,583,0.0001
Normal_584,정상,584,0.0002
Normal_585,정상,585,0.0
Normal_586,정상,586,0.0001
Normal_587,정상,587,0.0002
Normal_588,정상,588,0.0004
Normal_589,정상,589,0.0001
Normal_58,정상,58,0.0003
Normal_590,정상,590,0.0
Normal_591,정상,591,0.0001
Normal_592,정상,592,0.0001
Normal_593,정상,593,0.0003
Normal_594,정상,594,0.0006
Normal_595,정상,595,0.0001
Normal_596,정상,596,0.0001
Normal_597,정상,597,0.0
Normal_598,정상,598,0.0002
Normal_599,정상,599,0.0
Normal_59,정상,59,0.0006
Normal_5,정상,5,0.0001
Normal_600,정상,600,0.0009
Normal_601,정상,601,0.0001
Normal_602,정상,602,0.0
Normal_603,정상,603,0.0
Normal_604,정상,604,0.0
Normal_605,정상,605,0.0
Normal_606,정상,606,0.0
Normal_607,정상,607,0.0001
Normal_608,정상,608,0.0001
Normal_609,정상,609,0.0001
Normal_60,정상,60,0.0001
Normal_610,정상,610,0.0003
Normal_611,정상,611,0.0001
Normal_612,정상,612,0.0002
Normal_613,정상,613,0.0
Normal_614,정상,614,0.0001
Normal_615,정상,615,0.0002
Normal_616,정상,616,0.0004
Normal_617,정상,617,0.0001
Normal_618,정상,618,0.0
Normal_619,정상,619,0.0001
Normal_61,정상,61,0.0001
Normal_620,정상,620,0.0001
Normal_621,정상,621,0.0003
Normal_622,정상,622,0.0006
Normal_623,정상,623,0.0001
Normal_624,정상,624,0.0001
Normal_625,정상,625,0.0
Normal_626,정상,626,0.0
Normal_627,정상,627,0.0
Normal_628,정상,628,0.0002
Normal_629,정상,629,0.0009
Normal_62,정상,62,0.0
Normal_630,정상,630,0.0001
Normal_631,정상,631,0.0
Normal_632,정상,632,0.0
Normal_633,정상,633,0.0
Normal_634,정상,634,0.0
Normal_635,정상,635,0.0
Normal_636,정상,636,0.0001
Normal_637,정상,637,0.0001
Normal_638,정상,638,0.0001
Normal_639,정상,639,0.0001
Normal_63,정상,63,0.0
Normal_640,정상,640,0.0003
Normal_641,정상,641,0.0002
Normal_642,정상,642,0.0
Normal_643,정상,643,0.0001
Normal_644,정상,644,0.0003
Normal_645,정상,645,0.0001
Normal_646,정상,646,0.0002
Normal_647,정상,647,0.0
Normal_648,정상,648,0.0001
Normal_649,정상,649,0.0002
Normal_64,정상,64,0.0
Normal_650,정상,650,0.0004
Normal_651,정상,651,0.0001
Normal_652,정상,652,0.0
Normal_653,정상,653,0.0001
Normal_654,정상,654,0.0001
Normal_655,정상,655,0.0002
Normal_656,정상,656,0.0004
Normal_657,정상,657,0.0001
Normal_658,정상,658,0.0
Normal_659,정상,659,0.0001
Normal_65,정상,65,0.0002
Normal_660,정상,660,0.0001
Normal_661,정상,661,0.0003
Normal_662,정상,662,0.0006
Normal_663,정상,663,0.0001
Normal_664,정상,664,0.0001
Normal_665,정상,665,0.0
Normal_666,정상,666,0.0002
Normal_667,정상,667,0.0
Normal_668,정상,668,0.0009
Normal_669,정상,669,0.0001
Normal_66,정상,66,0.0009
Normal_670,정상,670,0.0
Normal_671,정상,671,0.0
Normal_672,정상,672,0.0
Normal_673,정상,673,0.0
Normal_674,정상,674,0.0001
Normal_675,정상,675,0.0001
Normal_676,정상,676,0.0001
Normal_677,정상,677,0.0003
Normal_678,정상,678,0.0006
Normal_679,정상,679,0.0001
Normal_67,정상,67,0.0001
Normal_680,정상,680,0.0003
Normal_681,정상,681,0.0006
Normal_682,정상,682,0.0001
Normal_683,정상,683,0.0001
Normal_684,정상,684,0.0
Normal_685,정상,685,0.0
Normal_686,정상,686,0.0002
Normal_687,정상,687,0.0009
Normal_688,정상,688,0.0001
Normal_689,정상,689,0.0
Normal_68,정상,68,0.0
Normal_690,정상,690,0.0002
Normal_691,정상,691,0.0009
Normal_692,정상,692,0.0001
Normal_693,정상,693,0.0
Normal_694,정상,694,0.0001
Normal_695,정상,695,0.0003
Normal_696,정상,696,0.0006
Normal_697,정상,697,0.0001
Normal_698,정상,698,0.0001
Normal_699,정상,699,0.0
Normal_69,정상,69,0.0
Normal_6,정상,6,0.0
Normal_700,정상,700,0.0
Normal_701,정상,701,0.0002
Normal_702,정상,702,0.0009
Normal_703,정상,703,0.0001
Normal_704,정상,704,0.0
Normal_705,정상,705,0.0
Normal_706,정상,706,0.0
Normal_707,정상,707,0.0
Normal_708,정상,708,0.0
Normal_709,정상,709,0.0001
Normal_70,정상,70,0.0
Normal_710,정상,710,0.0001
Normal_711,정상,711,0.0001
Normal_712,정상,712,0.0003
Normal_713,정상,713,0.0001
Normal_714,정상,714,0.0002
Normal_715,정상,715,0.0
Normal_716,정상,716,0.0001
Normal_717,정상,717,0.0002
Normal_718,정상,718,0.0004
Normal_719,정상,719,0.0001
Normal_71,정상,71,0.0
Normal_720,정상,720,0.0
Normal_721,정상,721,0.0001
Normal_722,정상,722,0.0001
Normal_723,정상,723,0.0003
Normal_724,정상,724,0.0006
Normal_725,정상,725,0.0001
Normal_726,정상,726,0.0001
Normal_727,정상,727,0.0
Normal_728,정상,728,0.0002
Normal_729,정상,729,0.0
Normal_72,정상,72,0.0
Normal_730,정상,730,0.0009
Normal_731,정상,731,0.0001
Normal_732,정상,732,0.0
Normal_733,정상,733,0.0
Normal_734,정상,734,0.0
Normal_735,정상,735,0.0
Normal_736,정상,736,0.0
Normal_737,정상,737,0.0001
Normal_738,정상,738,0.0001
Normal_739,정상,739,0.0001
Normal_73,정상,73,0.0001
Normal_740,정상,740,0.0003
Normal_741,정상,741,0.0001
Normal_742,정상,742,0.0002
Normal_743,정상,743,0.0
Normal_744,정상,744,0.0001
Normal_745,정상,745,0.0002
Normal_746,정상,746,0.0004
Normal_747,정상,747,0.0001
Normal_748,정상,748,0.0
Normal_749,정상,749,0.0001
Normal_74,정상,74,0.0001
Normal_750,정상,750,0.0001
Normal_751,정상,751,0.0003
Normal_752,정상,752,0.0006
Normal_753,정상,753,0.0001
Normal_754,정상,754,0.0001
Normal_755,정상,755,0.0
Normal_756,정상,756,0.0
Normal_757,정상,757,0.0
Normal_758,정상,758,0.0002
Normal_759,정상,759,0.0009
Normal_75,정상,75,0.0001
Normal_760,정상,760,0.0001
Normal_761,정상,761,0.0
Normal_762,정상,762,0.0
Normal_763,정상,763,0.0
Normal_764,정상,764,0.0
Normal_765,정상,765,0.0
Normal_766,정상,766,0.0001
Normal_767,정상,767,0.0001
Normal_768,정상,768,0.0001
Normal_769,정상,769,0.0001
Normal_76,정상,76,0.0001
Normal_770,정상,770,0.0003
Normal_771,정상,771,0.0002
Normal_772,정상,772,0.0
Normal_773,정상,773,0.0001
Normal_774,정상,774,0.0003
Normal_775,정상,775,0.0001
Normal_776,정상,776,0.0002
Normal_777,정상,777,0.0
Normal_778,정상,778,0.0001
Normal_779,정상,779,0.0002
Normal_77,정상,77,0.0003
Normal_780,정상,780,0.0004
Normal_781,정상,781,0.0001
Normal_782,정상,782,0.0
Normal_783,정상,783,0.0001
Normal_784,정상,784,0.0001
Normal_785,정상,785,0.0002
Normal_786,정상,786,0.0004
Normal_787,정상,787,0.0001
Normal_788,정상,788,0.0
Normal_789,정상,789,0.0001
Normal_78,정상,78,0.0002
Normal_790,정상,790,0.0001
Normal_791,정상,791,0.0003
Normal_792,정상,792,0.0006
Normal_793,정상,793,0.0001
Normal_794,정상,794,0.0001
Normal_795,정상,795,0.0
Normal_796,정상,796,0.0002
Normal_797,정상,797,0.0
Normal_798,정상,798,0.0009
Normal_799,정상,799,0.0001
Normal_79,정상,79,0.0
Normal_7,정상,7,0.0
Normal_800,정상,800,0.0
Normal_801,정상,801,0.0
Normal_802,정상,802,0.0
Normal_803,정상,803,0.0
Normal_804,정상,804,0.0001
Normal_805,정상,805,0.0001
Normal_806,정상,806,0.0001
Normal_807,정상,807,0.0001
Normal_808,정상,808,0.0
Normal_809,정상,809,0.0
Normal_80,정상,80,0.0001
Normal_810,정상,810,0.0002
Normal_811,정상,811,0.0009
Normal_812,정상,812,0.0001
Normal_813,정상,813,0.0
Normal_814,정상,814,0.0
Normal_815,정상,815,0.0
Normal_816,정상,816,0.0
Normal_817,정상,817,0.0
Normal_818,정상,818,0.0001
Normal_819,정상,819,0.0001
Normal_81,정상,81,0.0003
Normal_820,정상,820,0.0001
Normal_821,정상,821,0.0003
Normal_822,정상,822,0.0001
Normal_823,정상,823,0.0002
Normal_824,정상,824,0.0
Normal_825,정상,825,0.0001
Normal_826,정상,826,0.0002
Normal_827,정상,827,0.0004
Normal_828,정상,828,0.0001
Normal_829,정상,829,0.0
Normal_82,정상,82,0.0001
Normal_830,정상,830,0.0001
Normal_831,정상,831,0.0001
Normal_832,정상,832,0.0003
Normal_833,정상,833,0.0006
Normal_834,정상,834,0.0001
Normal_835,정상,835,0.0001
Normal_836,정상,836,0.0
Normal_837,정상,837,0.0002
Normal_838,정상,838,0.0
Normal_839,정상,839,0.0009
Normal_83,정상,83,0.0002
Normal_840,정상,840,0.0001
Normal_841,정상,841,0.0
Normal_842,정상,842,0.0
Normal_843,정상,843,0.0
Normal_844,정상,844,0.0
Normal_845,정상,845,0.0
Normal_846,정상,846,0.0001
Normal_847,정상,847,0.0001
Normal_848,정상,848,0.0001
Normal_849,정상,849,0.0003
Normal_84,정상,84,0.0
Normal_850,정상,850,0.0001
Normal_851,정상,851,0.0002
Normal_852,정상,852,0.0
Normal_853,정상,853,0.0001
Normal_854,정상,854,0.0002
Normal_855,정상,855,0.0004
Normal_856,정상,856,0.0001
Normal_857,정상,857,0.0
Normal_858,정상,858,0.0001
Normal_859,정상,859,0.0001
Normal_85,정상,85,0.0001
Normal_860,정상,860,0.0003
Normal_861,정상,861,0.0006
Normal_862,정상,862,0.0001
Normal_863,정상,863,0.0001
Normal_864,정상,864,0.0
Normal_865,정상,865,0.0
Normal_866,정상,866,0.0
Normal_867,정상,867,0.0002
Normal_868,정상,868,0.0009
Normal_869,정상,869,0.0001
Normal_86,정상,86,0.0002
Normal_870,정상,870,0.0
Normal_871,정상,871,0.0
Normal_872,정상,872,0.0
Normal_873,정상,873,0.0
Normal_874,정상,874,0.0
Normal_875,정상,875,0.0001
Normal_876,정상,876,0.0001
Normal_877,정상,877,0.0001
Normal_878,정상,878,0.0001
Normal_879,정상,879,0.0003
Normal_87,정상,87,0.0004
Normal_880,정상,880,0.0002
Normal_881,정상,881,0.0
Normal_882,정상,882,0.0001
Normal_883,정상,883,0.0003
Normal_884,정상,884,0.0001
Normal_885,정상,885,0.0002
Normal_886,정상,886,0.0
Normal_887,정상,887,0.0001
Normal_888,정상,888,0.0002
Normal_889,정상,889,0.0004
Normal_88,정상,88,0.0001
Normal_890,정상,890,0.0001
Normal_891,정상,891,0.0
Normal_892,정상,892,0.0001
Normal_893,정상,893,0.0001
Normal_894,정상,894,0.0002
Normal_895,정상,895,0.0004
Normal_896,정상,896,0.0001
Normal_897,정상,897,0.0
Normal_898,정상,898,0.0001
Normal_899,정상,899,0.0001
Normal_89,정상,89,0.0
Normal_8,정상,8,0.0002
Normal_900,정상,900,0.0003
Normal_901,정상,901,0.0006
Normal_902,정상,902,0.0001
Normal_903,정상,903,0.0001
Normal_904,정상,904,0.0
Normal_905,정상,905,0.0002
Normal_906,정상,906,0.0
Normal_907,정상,907,0.0009
Normal_908,정상,908,0.0001
Normal_909,정상,909,0.0
Normal_90,정상,90,0.0001
Normal_910,정상,910,0.0
Normal_911,정상,911,0.0
Normal_912,정상,912,0.0
Normal_913,정상,913,0.0001
Normal_914,정상,914,0.0001
Normal_915,정상,915,0.0001
Normal_916,정상,916,0.0003
Normal_917,정상,917,0.0006
Normal_918,정상,918,0.0001
Normal_919,정상,919,0.0003
Normal_91,정상,91,0.0001
Normal_920,정상,920,0.0006
Normal_921,정상,921,0.0001
Normal_922,정상,922,0.0001
Normal_923,정상,923,0.0
Normal_924,정상,924,0.0
Normal_925,정상,925,0.0002
Normal_926,정상,926,0.0009
Normal_927,정상,927,0.0001
Normal_928,정상,928,0.0
Normal_929,정상,929,0.0
Normal_92,정상,92,0.0002
Normal_930,정상,930,0.0
Normal_931,정상,931,0.0
Normal_932,정상,932,0.0
Normal_933,정상,933,0.0001
Normal_934,정상,934,0.0001
Normal_935,정상,935,0.0001
Normal_936,정상,936,0.0003
Normal_937,정상,937,0.0001
Normal_938,정상,938,0.0002
Normal_939,정상,939,0.0
Normal_93,정상,93,0.0004
Normal_940,정상,940,0.0001
Normal_941,정상,941,0.0002
Normal_942,정상,942,0.0004
Normal_943,정상,943,0.0001
Normal_944,정상,944,0.0
Normal_945,정상,945,0.0001
Normal_946,정상,946,0.0001
Normal_947,정상,947,0.0003
Normal_948,정상,948,0.0006
Normal_949,정상,949,0.0001
Normal_94,정상,94,0.0001
Normal_950,정상,950,0.0001
Normal_951,정상,951,0.0
Normal_952,정상,952,0.0002
Normal_953,정상,953,0.0
Normal_954,정상,954,0.0009
Normal_955,정상,955,0.0001
Normal_956,정상,956,0.0
Normal_957,정상,957,0.0
Normal_958,정상,958,0.0
Normal_959,정상,959,0.0
Normal_95,정상,95,0.0
Normal_960,정상,960,0.0
Normal_961,정상,961,0.0001
Normal_962,정상,962,0.0001
Normal_963,정상,963,0.0001
Normal_964,정상,964,0.0003
Normal_965,정상,965,0.0001
Normal_966,정상,966,0.0002
Normal_967,정상,967,0.0
Normal_968,정상,968,0.0001
Normal_969,정상,969,0.0002
Normal_96,정상,96,0.0001
Normal_970,정상,970,0.0004
Normal_971,정상,971,0.0001
Normal_972,정상,972,0.0
Normal_973,정상,973,0.0001
Normal_974,정상,974,0.0001
Normal_975,정상,975,0.0003
Normal_976,정상,976,0.0006
Normal_977,정상,977,0.0001
Normal_978,정상,978,0.0001
Normal_979,정상,979,0.0
Normal_97,정상,97,0.0001
Normal_980,정상,980,0.0
Normal_981,정상,981,0.0
Normal_982,정상,982,0.0002
Normal_983,정상,983,0.0009
Normal_984,정상,984,0.0001
Normal_985,정상,985,0.0
Normal_986,정상,986,0.0
Normal_987,정상,987,0.0
Normal_988,정상,988,0.0
Normal_989,정상,989,0.0
Normal_98,정상,98,0.0003
Normal_990,정상,990,0.0001
Normal_991,정상,991,0.0001
Normal_992,정상,992,0.0001
Normal_993,정상,993,0.0001
Normal_994,정상,994,0.0003
Normal_995,정상,995,0.0002
Normal_996,정상,996,0.0
Normal_997,정상,997,0.0001
Normal_998,정상,998,0.0003
Normal_999,정상,999,0.0001
Normal_99,정상,99,0.0006
Normal_9,정상,9,0.0009
